feature,iteration,rf_rank,permutation_rank,combined_rank,selected
slash_mod_first_position,4,107.0,161.0,134.0,False
slash_mod_last_position,4,52.0,161.0,106.5,False
slash_mod_mean_position,4,84.0,161.0,122.5,False
slash_mod_position_std,4,106.0,161.0,133.5,False
slash_mod_first_fraction,4,97.0,161.0,129.0,False
slash_mod_last_fraction,4,59.0,161.0,110.0,False
slash_mod_mean_fraction,4,86.0,161.0,123.5,False
slash_mod_span_fraction,4,122.0,161.0,141.5,False
slash_mod_count_5p,4,116.0,161.0,138.5,False
slash_mod_count_middle,4,114.0,161.0,137.5,False
slash_mod_count_3p,4,119.0,161.0,140.0,False
slash_mod_density_5p,4,143.0,161.0,152.0,False
slash_mod_density_middle,4,112.0,161.0,136.5,False
slash_mod_density_3p,4,82.0,161.0,121.5,False
methyl_first_position,4,117.0,161.0,139.0,False
methyl_last_position,4,71.0,161.0,116.0,False
methyl_mean_position,4,66.0,161.0,113.5,False
methyl_position_std,4,11.0,11.0,11.0,True
methyl_first_fraction,4,143.0,161.0,152.0,False
methyl_last_fraction,4,108.0,161.0,134.5,False
methyl_mean_fraction,4,73.0,161.0,117.0,False
methyl_span_fraction,4,103.0,161.0,132.0,False
methyl_count_5p,4,110.0,161.0,135.5,False
methyl_count_middle,4,70.0,161.0,115.5,False
methyl_count_3p,4,90.0,161.0,125.5,False
methyl_density_5p,4,76.0,161.0,118.5,False
methyl_density_middle,4,99.0,161.0,130.0,False
methyl_density_3p,4,83.0,161.0,122.0,False
lna_first_position,4,143.0,161.0,152.0,False
lna_last_position,4,143.0,161.0,152.0,False
lna_mean_position,4,143.0,161.0,152.0,False
lna_position_std,4,143.0,161.0,152.0,False
lna_first_fraction,4,143.0,161.0,152.0,False
lna_last_fraction,4,113.0,161.0,137.0,False
lna_mean_fraction,4,143.0,161.0,152.0,False
lna_span_fraction,4,143.0,161.0,152.0,False
lna_count_5p,4,143.0,161.0,152.0,False
lna_count_middle,4,143.0,161.0,152.0,False
lna_count_3p,4,143.0,161.0,152.0,False
lna_density_5p,4,143.0,161.0,152.0,False
lna_density_middle,4,143.0,161.0,152.0,False
lna_density_3p,4,143.0,161.0,152.0,False
rna_first_position,4,118.0,161.0,139.5,False
rna_last_position,4,65.0,161.0,113.0,False
rna_mean_position,4,28.0,161.0,94.5,False
rna_position_std,4,12.0,23.0,17.5,True
rna_first_fraction,4,48.0,161.0,104.5,False
rna_last_fraction,4,63.0,161.0,112.0,False
rna_mean_fraction,4,36.0,161.0,98.5,False
rna_span_fraction,4,38.0,161.0,99.5,False
rna_count_5p,4,54.0,161.0,107.5,False
rna_count_middle,4,42.0,161.0,101.5,False
rna_count_3p,4,34.0,161.0,97.5,False
rna_density_5p,4,21.0,21.0,21.0,False
rna_density_middle,4,22.0,19.0,20.5,False
rna_density_3p,4,33.0,161.0,97.0,False
modified_token_first_position,4,143.0,161.0,152.0,False
modified_token_last_position,4,51.0,161.0,106.0,False
modified_token_mean_position,4,30.0,161.0,95.5,False
modified_token_position_std,4,3.0,4.0,3.5,True
modified_token_first_fraction,4,115.0,161.0,138.0,False
modified_token_last_fraction,4,57.0,161.0,109.0,False
modified_token_mean_fraction,4,41.0,161.0,101.0,False
modified_token_span_fraction,4,55.0,161.0,108.0,False
modified_token_count_5p,4,96.0,161.0,128.5,False
modified_token_count_middle,4,37.0,161.0,99.0,False
modified_token_count_3p,4,79.0,161.0,120.0,False
modified_token_density_5p,4,62.0,161.0,111.5,False
modified_token_density_middle,4,15.0,13.0,14.0,True
modified_token_density_3p,4,85.0,161.0,123.0,False
decorated_length,5,52.0,161.0,106.5,False
token_length,5,54.0,161.0,107.5,False
base_length,5,31.0,161.0,96.0,False
unknown_char_count,5,142.0,161.0,151.5,False
unknown_char_fraction,5,142.0,161.0,151.5,False
slash_mod_count,5,112.0,161.0,136.5,False
has_slash_mod,5,105.0,161.0,133.0,False
star_count,5,106.0,161.0,133.5,False
star_density,5,70.0,161.0,115.5,False
terminal_star_count,5,142.0,161.0,151.5,False
mod_density_5p,5,47.0,161.0,104.0,False
mod_density_middle,5,84.0,161.0,122.5,False
mod_density_3p,5,14.0,18.0,16.0,True
gc_fraction,5,44.0,161.0,102.5,False
au_fraction,5,15.0,23.0,19.0,True
purine_fraction,5,16.0,21.0,18.5,True
pyrimidine_fraction,5,9.0,8.0,8.5,True
terminal_gc_count,5,61.0,161.0,111.0,False
longest_homopolymer_run,5,78.0,161.0,119.5,False
longest_gc_run,5,77.0,161.0,119.0,False
max_gc_window_10,5,68.0,161.0,114.5,False
repeated_dinucleotide_count,5,3.0,16.0,9.5,True
longest_star_run,5,142.0,161.0,151.5,False
longest_slash_mod_run,5,111.0,161.0,136.0,False
longest_methyl_run,5,76.0,161.0,118.5,False
longest_lna_run,5,142.0,161.0,151.5,False
longest_rna_run,5,22.0,2.0,12.0,True
longest_modified_token_run,5,89.0,161.0,125.0,False
base_A_count,5,27.0,161.0,94.0,False
base_A_fraction,5,23.0,22.0,22.5,False
base_C_count,5,10.0,6.0,8.0,True
base_C_fraction,5,18.0,13.0,15.5,True
base_G_count,5,12.0,25.0,18.5,True
base_G_fraction,5,28.0,161.0,94.5,False
base_U_count,5,39.0,161.0,100.0,False
base_U_fraction,5,4.0,1.0,2.5,True
base_T_count,5,37.0,161.0,99.0,False
base_T_fraction,5,20.0,14.0,17.0,True
token_rA_count,5,17.0,12.0,14.5,True
token_rA_fraction,5,5.0,24.0,14.5,True
longest_rA_run,5,115.0,161.0,138.0,False
token_rC_count,5,24.0,15.0,19.5,True
token_rC_fraction,5,1.0,20.0,10.5,True
longest_rC_run,5,71.0,161.0,116.0,False
token_rG_count,5,8.0,17.0,12.5,True
token_rG_fraction,5,11.0,10.0,10.5,True
longest_rG_run,5,91.0,161.0,126.0,False
token_rU_count,5,21.0,7.0,14.0,True
token_rU_fraction,5,6.0,9.0,7.5,True
longest_rU_run,5,62.0,161.0,111.5,False
token_mA_count,5,86.0,161.0,123.5,False
token_mA_fraction,5,81.0,161.0,121.0,False
longest_mA_run,5,73.0,161.0,117.0,False
token_mC_count,5,63.0,161.0,112.0,False
token_mC_fraction,5,56.0,161.0,108.5,False
longest_mC_run,5,88.0,161.0,124.5,False
token_mG_count,5,57.0,161.0,109.0,False
token_mG_fraction,5,36.0,161.0,98.5,False
longest_mG_run,5,66.0,161.0,113.5,False
token_mU_count,5,50.0,161.0,105.5,False
token_mU_fraction,5,34.0,161.0,97.5,False
longest_mU_run,5,120.0,161.0,140.5,False
token_lA_count,5,142.0,161.0,151.5,False
token_lA_fraction,5,142.0,161.0,151.5,False
longest_lA_run,5,100.0,161.0,130.5,False
token_lC_count,5,142.0,161.0,151.5,False
token_lC_fraction,5,142.0,161.0,151.5,False
longest_lC_run,5,142.0,161.0,151.5,False
token_lG_count,5,142.0,161.0,151.5,False
token_lG_fraction,5,142.0,161.0,151.5,False
longest_lG_run,5,142.0,161.0,151.5,False
token_lU_count,5,142.0,161.0,151.5,False
token_lU_fraction,5,142.0,161.0,151.5,False
longest_lU_run,5,142.0,161.0,151.5,False
token_lT_count,5,142.0,161.0,151.5,False
token_lT_fraction,5,142.0,161.0,151.5,False
longest_lT_run,5,142.0,161.0,151.5,False
star_first_position,5,142.0,161.0,151.5,False
star_last_position,5,46.0,161.0,103.5,False
star_mean_position,5,41.0,161.0,101.0,False
star_position_std,5,33.0,161.0,97.0,False
star_first_fraction,5,58.0,161.0,109.5,False
star_last_fraction,5,74.0,161.0,117.5,False
star_mean_fraction,5,72.0,161.0,116.5,False
star_span_fraction,5,60.0,161.0,110.5,False
star_count_5p,5,121.0,161.0,141.0,False
star_count_middle,5,90.0,161.0,125.5,False
star_count_3p,5,119.0,161.0,140.0,False
star_density_5p,5,80.0,161.0,120.5,False
star_density_middle,5,108.0,161.0,134.5,False
star_density_3p,5,107.0,161.0,134.0,False
slash_mod_first_position,5,93.0,161.0,127.0,False
slash_mod_last_position,5,98.0,161.0,129.5,False
slash_mod_mean_position,5,102.0,161.0,131.5,False
slash_mod_position_std,5,142.0,161.0,151.5,False
slash_mod_first_fraction,5,110.0,161.0,135.5,False
slash_mod_last_fraction,5,97.0,161.0,129.0,False
slash_mod_mean_fraction,5,92.0,161.0,126.5,False
slash_mod_span_fraction,5,118.0,161.0,139.5,False
slash_mod_count_5p,5,142.0,161.0,151.5,False
slash_mod_count_middle,5,114.0,161.0,137.5,False
slash_mod_count_3p,5,101.0,161.0,131.0,False
slash_mod_density_5p,5,113.0,161.0,137.0,False
slash_mod_density_middle,5,117.0,161.0,139.0,False
slash_mod_density_3p,5,116.0,161.0,138.5,False
methyl_first_position,5,142.0,161.0,151.5,False
methyl_last_position,5,55.0,161.0,108.0,False
methyl_mean_position,5,30.0,161.0,95.5,False
methyl_position_std,5,64.0,161.0,112.5,False
methyl_first_fraction,5,122.0,161.0,141.5,False
methyl_last_fraction,5,104.0,161.0,132.5,False
methyl_mean_fraction,5,19.0,4.0,11.5,True
methyl_span_fraction,5,82.0,161.0,121.5,False
methyl_count_5p,5,96.0,161.0,128.5,False
methyl_count_middle,5,99.0,161.0,130.0,False
methyl_count_3p,5,65.0,161.0,113.0,False
methyl_density_5p,5,79.0,161.0,120.0,False
methyl_density_middle,5,103.0,161.0,132.0,False
methyl_density_3p,5,32.0,161.0,96.5,False
lna_first_position,5,142.0,161.0,151.5,False
lna_last_position,5,142.0,161.0,151.5,False
lna_mean_position,5,142.0,161.0,151.5,False
lna_position_std,5,142.0,161.0,151.5,False
lna_first_fraction,5,142.0,161.0,151.5,False
lna_last_fraction,5,142.0,161.0,151.5,False
lna_mean_fraction,5,142.0,161.0,151.5,False
lna_span_fraction,5,142.0,161.0,151.5,False
lna_count_5p,5,142.0,161.0,151.5,False
lna_count_middle,5,142.0,161.0,151.5,False
lna_count_3p,5,142.0,161.0,151.5,False
lna_density_5p,5,142.0,161.0,151.5,False
lna_density_middle,5,142.0,161.0,151.5,False
lna_density_3p,5,142.0,161.0,151.5,False
rna_first_position,5,69.0,161.0,115.0,False
rna_last_position,5,59.0,161.0,110.0,False
rna_mean_position,5,29.0,161.0,95.0,False
rna_position_std,5,40.0,161.0,100.5,False
rna_first_fraction,5,25.0,5.0,15.0,True
rna_last_fraction,5,49.0,161.0,105.0,False
rna_mean_fraction,5,53.0,161.0,107.0,False
rna_span_fraction,5,13.0,11.0,12.0,True
rna_count_5p,5,7.0,3.0,5.0,True
rna_count_middle,5,42.0,161.0,101.5,False
rna_count_3p,5,38.0,161.0,99.5,False
rna_density_5p,5,2.0,19.0,10.5,True
rna_density_middle,5,109.0,161.0,135.0,False
rna_density_3p,5,45.0,161.0,103.0,False
modified_token_first_position,5,142.0,161.0,151.5,False
modified_token_last_position,5,67.0,161.0,114.0,False
modified_token_mean_position,5,51.0,161.0,106.0,False
modified_token_position_std,5,35.0,161.0,98.0,False
modified_token_first_fraction,5,142.0,161.0,151.5,False
modified_token_last_fraction,5,87.0,161.0,124.0,False
modified_token_mean_fraction,5,26.0,161.0,93.5,False
modified_token_span_fraction,5,85.0,161.0,123.0,False
modified_token_count_5p,5,75.0,161.0,118.0,False
modified_token_count_middle,5,83.0,161.0,122.0,False
modified_token_count_3p,5,94.0,161.0,127.5,False
modified_token_density_5p,5,48.0,161.0,104.5,False
modified_token_density_middle,5,95.0,161.0,128.0,False
modified_token_density_3p,5,43.0,161.0,102.0,False
decorated_length,6,54.0,161.0,107.5,False
token_length,6,78.0,161.0,119.5,False
base_length,6,55.0,161.0,108.0,False
unknown_char_count,6,151.5,161.0,156.25,False
unknown_char_fraction,6,151.5,161.0,156.25,False
slash_mod_count,6,130.0,161.0,145.5,False
has_slash_mod,6,132.0,161.0,146.5,False
star_count,6,124.0,161.0,142.5,False
star_density,6,73.0,161.0,117.0,False
terminal_star_count,6,151.5,161.0,156.25,False
mod_density_5p,6,75.0,161.0,118.0,False
mod_density_middle,6,59.0,161.0,110.0,False
mod_density_3p,6,23.0,1.0,12.0,True
gc_fraction,6,19.0,23.0,21.0,False
au_fraction,6,24.0,24.0,24.0,False
purine_fraction,6,5.0,12.0,8.5,True
pyrimidine_fraction,6,18.0,14.0,16.0,True
terminal_gc_count,6,62.0,161.0,111.5,False
longest_homopolymer_run,6,134.0,161.0,147.5,False
longest_gc_run,6,68.0,161.0,114.5,False
max_gc_window_10,6,79.0,161.0,120.0,False
repeated_dinucleotide_count,6,20.0,22.0,21.0,False
longest_star_run,6,140.0,161.0,150.5,False
longest_slash_mod_run,6,123.0,161.0,142.0,False
longest_methyl_run,6,99.0,161.0,130.0,False
longest_lna_run,6,89.0,161.0,125.0,False
longest_rna_run,6,45.0,161.0,103.0,False
longest_modified_token_run,6,137.0,161.0,149.0,False
base_A_count,6,36.0,161.0,98.5,False
base_A_fraction,6,16.0,25.0,20.5,False
base_C_count,6,14.0,9.0,11.5,True
base_C_fraction,6,10.0,11.0,10.5,True
base_G_count,6,30.0,161.0,95.5,False
base_G_fraction,6,21.0,17.0,19.0,True
base_U_count,6,8.0,4.0,6.0,True
base_U_fraction,6,3.0,8.0,5.5,True
base_T_count,6,12.0,6.0,9.0,True
base_T_fraction,6,6.0,3.0,4.5,True
token_rA_count,6,47.0,161.0,104.0,False
token_rA_fraction,6,22.0,19.0,20.5,False
longest_rA_run,6,77.0,161.0,119.0,False
token_rC_count,6,13.0,18.0,15.5,True
token_rC_fraction,6,4.0,10.0,7.0,True
longest_rC_run,6,83.0,161.0,122.0,False
token_rG_count,6,32.0,161.0,96.5,False
token_rG_fraction,6,7.0,20.0,13.5,True
longest_rG_run,6,82.0,161.0,121.5,False
token_rU_count,6,9.0,2.0,5.5,True
token_rU_fraction,6,2.0,5.0,3.5,True
longest_rU_run,6,42.0,161.0,101.5,False
token_mA_count,6,66.0,161.0,113.5,False
token_mA_fraction,6,34.0,161.0,97.5,False
longest_mA_run,6,97.0,161.0,129.0,False
token_mC_count,6,69.0,161.0,115.0,False
token_mC_fraction,6,43.0,161.0,102.0,False
longest_mC_run,6,118.0,161.0,139.5,False
token_mG_count,6,52.0,161.0,106.5,False
token_mG_fraction,6,39.0,161.0,100.0,False
longest_mG_run,6,101.0,161.0,131.0,False
token_mU_count,6,51.0,161.0,106.0,False
token_mU_fraction,6,40.0,161.0,100.5,False
longest_mU_run,6,138.0,161.0,149.5,False
token_lA_count,6,151.5,161.0,156.25,False
token_lA_fraction,6,113.0,161.0,137.0,False
longest_lA_run,6,151.5,161.0,156.25,False
token_lC_count,6,151.5,161.0,156.25,False
token_lC_fraction,6,151.5,161.0,156.25,False
longest_lC_run,6,151.5,161.0,156.25,False
token_lG_count,6,115.0,161.0,138.0,False
token_lG_fraction,6,127.0,161.0,144.0,False
longest_lG_run,6,151.5,161.0,156.25,False
token_lU_count,6,151.5,161.0,156.25,False
token_lU_fraction,6,151.5,161.0,156.25,False
longest_lU_run,6,151.5,161.0,156.25,False
token_lT_count,6,125.0,161.0,143.0,False
token_lT_fraction,6,86.0,161.0,123.5,False
longest_lT_run,6,119.0,161.0,140.0,False
star_first_position,6,136.0,161.0,148.5,False
star_last_position,6,76.0,161.0,118.5,False
star_mean_position,6,46.0,161.0,103.5,False
star_position_std,6,41.0,161.0,101.0,False
star_first_fraction,6,88.0,161.0,124.5,False
star_last_fraction,6,81.0,161.0,121.0,False
star_mean_fraction,6,61.0,161.0,111.0,False
star_span_fraction,6,71.0,161.0,116.0,False
star_count_5p,6,129.0,161.0,145.0,False
star_count_middle,6,100.0,161.0,130.5,False
star_count_3p,6,141.0,161.0,151.0,False
star_density_5p,6,98.0,161.0,129.5,False
star_density_middle,6,70.0,161.0,115.5,False
star_density_3p,6,87.0,161.0,124.0,False
slash_mod_first_position,6,102.0,161.0,131.5,False
slash_mod_last_position,6,72.0,161.0,116.5,False
slash_mod_mean_position,6,64.0,161.0,112.5,False
slash_mod_position_std,6,106.0,161.0,133.5,False
slash_mod_first_fraction,6,80.0,161.0,120.5,False
slash_mod_last_fraction,6,85.0,161.0,123.0,False
slash_mod_mean_fraction,6,92.0,161.0,126.5,False
slash_mod_span_fraction,6,128.0,161.0,144.5,False
slash_mod_count_5p,6,151.5,161.0,156.25,False
slash_mod_count_middle,6,121.0,161.0,141.0,False
slash_mod_count_3p,6,126.0,161.0,143.5,False
slash_mod_density_5p,6,120.0,161.0,140.5,False
slash_mod_density_middle,6,109.0,161.0,135.0,False
slash_mod_density_3p,6,131.0,161.0,146.0,False
methyl_first_position,6,151.5,161.0,156.25,False
methyl_last_position,6,74.0,161.0,117.5,False
methyl_mean_position,6,26.0,161.0,93.5,False
methyl_position_std,6,49.0,161.0,105.0,False
methyl_first_fraction,6,139.0,161.0,150.0,False
methyl_last_fraction,6,107.0,161.0,134.0,False
methyl_mean_fraction,6,27.0,161.0,94.0,False
methyl_span_fraction,6,110.0,161.0,135.5,False
methyl_count_5p,6,103.0,161.0,132.0,False
methyl_count_middle,6,117.0,161.0,139.0,False
methyl_count_3p,6,94.0,161.0,127.5,False
methyl_density_5p,6,67.0,161.0,114.0,False
methyl_density_middle,6,122.0,161.0,141.5,False
methyl_density_3p,6,48.0,161.0,104.5,False
lna_first_position,6,65.0,161.0,113.0,False
lna_last_position,6,108.0,161.0,134.5,False
lna_mean_position,6,105.0,161.0,133.0,False
lna_position_std,6,111.0,161.0,136.0,False
lna_first_fraction,6,90.0,161.0,125.5,False
lna_last_fraction,6,96.0,161.0,128.5,False
lna_mean_fraction,6,93.0,161.0,127.0,False
lna_span_fraction,6,63.0,161.0,112.0,False
lna_count_5p,6,151.5,161.0,156.25,False
lna_count_middle,6,112.0,161.0,136.5,False
lna_count_3p,6,151.5,161.0,156.25,False
lna_density_5p,6,151.5,161.0,156.25,False
lna_density_middle,6,151.5,161.0,156.25,False
lna_density_3p,6,151.5,161.0,156.25,False
rna_first_position,6,84.0,161.0,122.5,False
rna_last_position,6,53.0,161.0,107.0,False
rna_mean_position,6,29.0,161.0,95.0,False
rna_position_std,6,25.0,13.0,19.0,True
rna_first_fraction,6,56.0,161.0,108.5,False
rna_last_fraction,6,57.0,161.0,109.0,False
rna_mean_fraction,6,28.0,161.0,94.5,False
rna_span_fraction,6,11.0,21.0,16.0,True
rna_count_5p,6,50.0,161.0,105.5,False
rna_count_middle,6,38.0,161.0,99.5,False
rna_count_3p,6,17.0,16.0,16.5,True
rna_density_5p,6,35.0,161.0,98.0,False
rna_density_middle,6,91.0,161.0,126.0,False
rna_density_3p,6,37.0,161.0,99.0,False
modified_token_first_position,6,151.5,161.0,156.25,False
modified_token_last_position,6,58.0,161.0,109.5,False
modified_token_mean_position,6,33.0,161.0,97.0,False
modified_token_position_std,6,15.0,7.0,11.0,True
modified_token_first_fraction,6,135.0,161.0,148.0,False
modified_token_last_fraction,6,104.0,161.0,132.5,False
modified_token_mean_fraction,6,1.0,15.0,8.0,True
modified_token_span_fraction,6,133.0,161.0,147.0,False
modified_token_count_5p,6,114.0,161.0,137.5,False
modified_token_count_middle,6,116.0,161.0,138.5,False
modified_token_count_3p,6,95.0,161.0,128.0,False
modified_token_density_5p,6,60.0,161.0,110.5,False
modified_token_density_middle,6,44.0,161.0,102.5,False
modified_token_density_3p,6,31.0,161.0,96.0,False
decorated_length,7,25.0,15.0,20.0,True
token_length,7,49.0,161.0,105.0,False
base_length,7,59.0,161.0,110.0,False
unknown_char_count,7,143.5,161.0,152.25,False
unknown_char_fraction,7,143.5,161.0,152.25,False
slash_mod_count,7,120.0,161.0,140.5,False
has_slash_mod,7,122.0,161.0,141.5,False
star_count,7,108.0,161.0,134.5,False
star_density,7,12.0,24.0,18.0,True
terminal_star_count,7,143.5,161.0,152.25,False
mod_density_5p,7,38.0,161.0,99.5,False
mod_density_middle,7,104.0,161.0,132.5,False
mod_density_3p,7,79.0,161.0,120.0,False
gc_fraction,7,21.0,2.0,11.5,True
au_fraction,7,14.0,16.0,15.0,True
purine_fraction,7,23.0,10.0,16.5,True
pyrimidine_fraction,7,17.0,17.0,17.0,True
terminal_gc_count,7,39.0,161.0,100.0,False
longest_homopolymer_run,7,16.0,3.0,9.5,True
longest_gc_run,7,115.0,161.0,138.0,False
max_gc_window_10,7,56.0,161.0,108.5,False
repeated_dinucleotide_count,7,1.0,25.0,13.0,True
longest_star_run,7,143.5,161.0,152.25,False
longest_slash_mod_run,7,97.0,161.0,129.0,False
longest_methyl_run,7,110.0,161.0,135.5,False
longest_lna_run,7,143.5,161.0,152.25,False
longest_rna_run,7,4.0,1.0,2.5,True
longest_modified_token_run,7,113.0,161.0,137.0,False
base_A_count,7,30.0,161.0,95.5,False
base_A_fraction,7,26.0,161.0,93.5,False
base_C_count,7,41.0,161.0,101.0,False
base_C_fraction,7,13.0,19.0,16.0,True
base_G_count,7,20.0,4.0,12.0,True
base_G_fraction,7,2.0,11.0,6.5,True
base_U_count,7,19.0,12.0,15.5,True
base_U_fraction,7,15.0,5.0,10.0,True
base_T_count,7,40.0,161.0,100.5,False
base_T_fraction,7,8.0,20.0,14.0,True
token_rA_count,7,24.0,18.0,21.0,False
token_rA_fraction,7,10.0,22.0,16.0,True
longest_rA_run,7,107.0,161.0,134.0,False
token_rC_count,7,18.0,7.0,12.5,True
token_rC_fraction,7,9.0,21.0,15.0,True
longest_rC_run,7,87.0,161.0,124.0,False
token_rG_count,7,32.0,161.0,96.5,False
token_rG_fraction,7,5.0,14.0,9.5,True
longest_rG_run,7,71.0,161.0,116.0,False
token_rU_count,7,34.0,161.0,97.5,False
token_rU_fraction,7,29.0,161.0,95.0,False
longest_rU_run,7,27.0,161.0,94.0,False
token_mA_count,7,74.0,161.0,117.5,False
token_mA_fraction,7,57.0,161.0,109.0,False
longest_mA_run,7,91.0,161.0,126.0,False
token_mC_count,7,51.0,161.0,106.0,False
token_mC_fraction,7,58.0,161.0,109.5,False
longest_mC_run,7,119.0,161.0,140.0,False
token_mG_count,7,82.0,161.0,121.5,False
token_mG_fraction,7,31.0,161.0,96.0,False
longest_mG_run,7,65.0,161.0,113.0,False
token_mU_count,7,77.0,161.0,119.0,False
token_mU_fraction,7,36.0,161.0,98.5,False
longest_mU_run,7,117.0,161.0,139.0,False
token_lA_count,7,143.5,161.0,152.25,False
token_lA_fraction,7,143.5,161.0,152.25,False
longest_lA_run,7,143.5,161.0,152.25,False
token_lC_count,7,143.5,161.0,152.25,False
token_lC_fraction,7,143.5,161.0,152.25,False
longest_lC_run,7,143.5,161.0,152.25,False
token_lG_count,7,143.5,161.0,152.25,False
token_lG_fraction,7,143.5,161.0,152.25,False
longest_lG_run,7,143.5,161.0,152.25,False
token_lU_count,7,143.5,161.0,152.25,False
token_lU_fraction,7,143.5,161.0,152.25,False
longest_lU_run,7,143.5,161.0,152.25,False
token_lT_count,7,143.5,161.0,152.25,False
token_lT_fraction,7,143.5,161.0,152.25,False
longest_lT_run,7,143.5,161.0,152.25,False
star_first_position,7,123.0,161.0,142.0,False
star_last_position,7,45.0,161.0,103.0,False
